Hora,Barra,Vm
22,Barra_9,0.9476601236468236
23,Barra_9,0.9476601236467163
22,Barra_10,0.9447651346147461
23,Barra_10,0.9447651346146418
22,Barra_14,0.9305357920705947
23,Barra_14,0.9305357920704956
