Hora,Barra,Vm
22,Barra_3,0.9259873212395031
23,Barra_3,0.9259873212395031
22,Barra_9,0.9378083835054254
23,Barra_9,0.9378083835054254
22,Barra_10,0.9348890505843027
23,Barra_10,0.9348890505843027
22,Barra_13,0.9480758353702134
23,Barra_13,0.9480758353702134
22,Barra_14,0.9197376465421867
23,Barra_14,0.9197376465421867
